text,vader_sentiment,vader_sentiment_label,
I`m not ready for my baby to be 3 tomorrow  she is growing so fast....,-0.1053,Negative,
I woke up this morning thinking it is Saturday,0,Neutral,
" I have both her CDs and know them both by heart. Really, Tal, you think you can intro ME to country music?!",0,Neutral,
" Glad you like it  took around 2 and a half hours, would have been less but i kept stopping for food breaks haha  i was",0.7388,Positive,
last class at 10:30. One final tomorrow and 2 finals on friday!,0,Neutral,
lao mein and spanikopita HAHA you would have to be here to know,0.5766,Positive,
 PS: Wish I were coming tonight.,0.4019,Positive,
i hate feeling like this about him  i need a break away from everyone... as soon as exams are over i`m defo off to portsmouth for a bit,-0.1779,Negative,
My head hurts....  Can wait to see the new photoshoot!!!!!!!,0,Neutral,
goodmorning everyone,0,Neutral,
 what did you think of the finale?  I thought it was kind of a cheap way out,0,Neutral,
i had a vivid dream last night! i was crooning away,0.3164,Positive,
"Long day of dancin, travelin, and celebrating life  happy mothers day!!",0.8395,Positive,
Why am I always the one on time. They are always late. I wanna sleep. I miss Mere.,-0.1531,Negative,
 I want an invite - sick of seeing all these links for people playing and being left out,-0.1531,Negative,
" It`s 12AM! ,  and I are still up, sending you as much tweets as we can! Philippines tour please?",0.4374,Positive,
I miss my puppy,-0.1531,Negative,
 Are they abusing your service? Manual follower management is a pain. I love the style.,-0.2732,Negative,
in San Jose.   having good time w/ bros.  Also helped dad edit next  Holy Land brochure. wish I could go!,0.7088,Positive,
is excited about tomorrow!!! but i gotta clean the house  CLEAN CLEAN CLEAN AHHHHHHH,0.9685,Positive,
 how`s the fam? Well I hope.,0.6124,Positive,
">>Why did the Blonde Keep failing her drivers license test-------->>>>>Everytime they stopped, she jumped in the back seat.",-0.6369,Negative,
 Come to Rochester with me and Nikki. Beer and a Hog Roast always helps.,0.3818,Positive,
  Thank you!,0.4199,Positive,
"is slowly crunching the reality that june is fast approaching. in other words, classes again, and another year will be added to my age.",0,Neutral,
so i guess we r sleepin over.,0,Neutral,
He put a **** mohawk in my son head.....he just killed my vibe as always,-0.6705,Negative,
"Well, she`s getting through.",0.2732,Positive,
No kickboxing classes today  pretty bummed. Still going to work out hard. http://myloc.me/1ZT0,0.1531,Positive,
all alone for the weekend!,-0.3164,Negative,
"wishing, i was at the michou show right now.. god. life isnt fair",0.2589,Positive,
Poor dead Josh.  http://bit.ly/JKpHn  Please leave your messages of condolences there.  #boy #rip,-0.743,Negative,
watching the rain and reminiscing about the time when everytime it rained I was with the love of my life.,0.6369,Positive,
Got a sunburn from Coney Island bike ride,0,Neutral,
 hey I didn`t get the email yet,0,Neutral,
This is how much hair falls off everytime I shower. It`s more sad than disgusting  http://yfrog.com/6p190aj,-0.7939,Negative,
"pff, Life sucks sometimes!",-0.4199,Negative,
Wish I had a laptop charger so I could tweet faster,0.4019,Positive,
show time baby! bye bye for now Tweeters,0,Neutral,
 How was your chicken and chips?,0,Neutral,
"Waaah, asshat at CVS yesterday shortchanged me  I paid 10$ for chips.",0,Neutral,
 Happy Mom`s Day!  Here in Spain it was last Sunday!! Any hint of when the first single will be out on radio? LYM!!  Mini,0.7067,Positive,
" Nope, kicked that habit more then a year ago",0,Neutral,
 not sexy with 2 tubes sticking out of my stomach  but thanks !,0.503,Positive,
"Up early this morning, first to portmeirion then home",0,Neutral,
listening to David Archuleta album it`s amazing,0.5859,Positive,
 aww...thats a bummer,-0.3818,Negative,
I dont wanna im to spanish today,0,Neutral,
missin the #ia2009 guys really,0,Neutral,
lol haha very funnyyy lol im talking to my bestfriend ashleyyyy!!!,0.8582,Positive,
"yep, good morning to you all  or night or evening or whatever xD",0.836,Positive,
WORKK! yay,0.5707,Positive,
"It is certainly spring in Vail, Co.  It is raining and snowing!  Doesn`t mother nature know the mountain is closed for the ski season!",0.4559,Positive,
_hameron I`ve seen those already. I link them in my lj post.,0,Neutral,
" Aww, thank you Soulmate! Haha.",0.8655,Positive,
"cars,,,,cars....cars.....I need one. ha ha. The one I found last night, that I wanted so bad! is now sold. And not to me",-0.2461,Negative,
 (RE:'your joint w/  is crazy!!') Thx    Hey Trax heard a 49er rear ended you??,0.5337,Positive,
_za thanks man. I can`t wait,0.4404,Positive,
 can you fedex me some pizza? I have to cancel my NYC trip until later this summer,-0.25,Negative,
 I haven`t started packing,0,Neutral,
I`ve been to Best Buy & Target and still no Electrik Red album! I`m loosing hope..they`ve never even heard of the girls,0.5093,Positive,
" i was sent home yest from work, when in again today but feel like hell and burning up with a high temp, got it off hubby",-0.631,Negative,
Great exercise for a Sunday morning: 'stopping the wheel of karma' (R.A.W.) and transforming negativity into love... Life!,0.126,Positive,
Now I like #startrek. Personal feels that #Startrek movie is better than #xmen.,0.6597,Positive,
 yes yes yes lotsa fun  i cant wait. dont like make up with shaun too much in front of me tho cos ill get awkard haha,0.9085,Positive,
 That ur anti is what I understood from the message. Sorry left off ur don`t vote BNP msg at end due 2 space,-0.3818,Negative,
 Thank you Kirst - your posts on running inspired me,0.6908,Positive,
I wanna crawl under my desk and take a nap  nvrmind its dirty =/,-0.6486,Negative,
Gonna go and see my sister at Mount Saini ....  she`s there for at least another 24 hours.,0,Neutral,
okay someplease save me!!! now I am watching ninja warrier and eating an egg roll from last night,0.7163,Positive,
i`m still in bed and on the laptop ...yep borin !!!,0,Neutral,
HAPPY MOTHERS DAY 2 ME,0.5719,Positive,
Why is looking for girls names easier than looking for boys,0.4215,Positive,
 Excellent point.,0.5719,Positive,
 oh and twas my very brilliant idea if I do say so myself  what can I say i`m an ideas woman,0.624,Positive,
 That`s actually not too far from the truth,0.3182,Positive,
Good Morning! 'RETURN TO WILLEN ISLAND - Spring has most definitely sprung' ... http://bit.ly/EyRtT ... enjoy,0.855,Positive,
Watching One Fine Day while eating my cereal. Start a good sunday with a good movie,0.765,Positive,
" Concord & Irvine, CA only. That`s it for `09.",0,Neutral,
OMG sore shoulder,-0.3612,Negative,
 You`re welcome! Cutie-pie kiddo.. in your picture btw  Love those shades!,0.8309,Positive,
-g`mornin` Twitterville  took the day off from Tweet`n yesterday & I`m 'jonesing' to get back into it today,0,Neutral,
goin ta bed now!   goodnite jessica,0,Neutral,
 lmao you witty wacko...loves it,0.5994,Positive,
" I refuse to get excited as I don`t want to be let down  if it happens, as long as it`s not between June 11 - 28 or I`d die",-0.5267,Negative,
"`If I don`t believe in Him, why would He believe in me?` -Bring Me The Horizon  A chill goes down my spine whenever I hear that line.",0,Neutral,
"@_xotashhh I love having days off school, I had one on friday too",0.6369,Positive,
 u never sent me carrie. ur an ****. but an **** that i miss,-0.2263,Negative,
 booooo  my senior yearbook sucks thanks for the memories bhs -___-,0.1027,Positive,
 heyy terrence u should come to my school on May 29th for our talent show,0.4215,Positive,
theres too much light pollution to see the stars,0,Neutral,
sick n tired of people who steal other people`s work,-0.8555,Negative,
back to bed,0,Neutral,
 I`m having trouble viewing it as well on you tube for some reason,-0.1531,Negative,
if i wasnt workin in 5 hours id be gettin ratarsed to the point where i couldnt even see let alone stand up...THAT is how **** i feel,-0.25,Negative,
" #warmfuzzies to you, my friend",0.4939,Positive,
@_supernatural_ http://twitpic.com/66l83 - I really miss her.,-0.2247,Negative,
happy sunday all,0.5719,Positive,
 Please let me know if it is allright DE i need to know but first just wake up a little and enjoy the cofee  ****,0.6739,Positive,
 well maybe someone will care,0.6486,Positive,
"   Awww, that wasn`t very nice.",0.4754,Positive,
slaving away at work,0,Neutral,
"For US tweeps, don`t forget to call your mom today...",-0.2263,Negative,
Fml just ran a mile.. And I just got scraped by my yearbook and I got 1/10 on my math test. Eff today,0,Neutral,
 haha i agree ! i am her test dummy. i just go in and say 'do whatever you want' and i always love it.  she is magic!,0.8906,Positive,
" ****, i dont have 2 work saturday, & i was suppose 2 hang out with my friend & watch it. we can still hang out but no JONAS =",-0.1779,Negative,
Going to tmobile  i need a new phone this G1 is so not working for me anymore,0.567,Positive,
Raaaaaaaaaaagh early morning  and its not even early!! Must leave for work in 6 minutes...,-0.1984,Negative,
  There you go.,0,Neutral,
 OOO YUK !! thats not good Im retching as we tweet,-0.457,Negative,
 120mm films usually handled at Fuji  Oh I met a girl at San Diego. Kwento soon. I miss youuu!,-0.2244,Negative,
  lol - thats 51p less ive got towards the cruise!!,0.5242,Positive,
"That seized bolt, ya it`s still stuck! The bushing is actually seized to the bolt, very very lame   Perhaps some heat will work?",-0.6872,Negative,
 Hearing that my songs brighten someone`s day always makes ME grin.,0.7184,Positive,
where r all the 5am tweets from  people...oh that`s right...they opened the #houseofrock last night so they`re still in bed,0,Neutral,
Working on Canada Shoots information.  Coming your way soon if you have expressed interest and I have your email address . Eh!!!,0.5962,Positive,
Mrs.Bates left,0,Neutral,
Hates having broken wrist and has PE next ugh,-0.8316,Negative,
watching SNL with guess Justin Timberlake...OMG! He is too funny!  hahahah,0.5399,Positive,
Last day of CGI 09,0,Neutral,
 Who To Say Hi To And Who To Buy A Shot To. Lol. Jk.,0.5719,Positive,
" thank you! i was just playing that a moment ago, actually! a very different, even more chill version.  *spooky*! haha.",0.8007,Positive,
Well off 2 bed...cant wait 2 party 4 Mother`s Day in like 14 hours or so,0.743,Positive,
is gonna be mad hungry when I get home. Forgot my money...,-0.4939,Negative,
 So when are you guys coming to Alabama...you were supposed to be there tonight but cancelled...I had great seats,0.7684,Positive,
 hey plz look > http://www.twitpic.com/5m7vd < what do u think? plz tell me,0.1531,Positive,
#bouvierb-day is on trending topics. ahh Happy Birthday Pierre Bouvier,0.5719,Positive,
http://skipall.com/8p.png  The come apart easy enough,0.4404,Positive,
sadly  brother told me there are no skateparks where he lives. BUMMER!,-0.8236,Negative,
 Tell X to email me pics! OfficialShew,0,Neutral,
Heaos keen for next weekend.        Mummy. <3,0.6597,Positive,
i hate stupid boys! arrgh,-0.8122,Negative,
 hi Ms. Fussy  *waves*,0,Neutral,
 I hope you didn`t take that quote personally!! I`ve been throwing them out here and there all day-guess I shoulda waited a bit,0.5399,Positive,
at `s with ,0,Neutral,
 sounds like you`re having a great time,0.765,Positive,
"You spelled my name wrong, but message received   http://tinyurl.com/krw9p3",-0.2617,Negative,
 email those pics on ur labtop to me...  I wana put one of them as my background!  http://myloc.me/21DS,0,Neutral,
British Expat Tweet Tommy and the Giant Sprout: Especially for Fly  as part of sprout seaso.. http://tinyurl.com/c7kvb6,0,Neutral,
" and Im just going into work... if we were married, we wud never see each other",0,Neutral,
 Weird! Maybe all the updates just aren`t being sent to my phone  Haha,0.3802,Positive,
"http://twitpic.com/4jbwh - we were at a sleepover, and nobody stops me when there`s a camera in my hand",0.3818,Positive,
I wish it would rain...but it won`t,0.4019,Positive,
Amazing day with my boyfriend. He`s a good drummer.,0.7717,Positive,
 pansy  wtf codeh?!,-0.6239,Negative,
I should have know that 'extra hand' comment would cause trouble...  About to upload House Music and Beyond Vol. 3,0.4939,Positive,
"Going to i don`t know where with taylor,dolton,jacob, chris and my sister.",0,Neutral,
